核销ID,订单ID,老人ID,核销时间,核销方式,操作人
V001412,O001412,E0257,2026-01-11 13:54,刷卡,系统
V001413,O001413,E0231,2026-05-05 08:43,人脸识别,系统
V001414,O001414,E0143,2026-05-06 17:06,刷卡,系统
V001415,O001415,E0050,2026-03-17 13:51,人脸识别,系统
V001416,O001416,E0098,2025-12-28 19:56,手工核销,操作员2
V001417,O001417,E0102,2026-03-15 18:08,刷卡,系统
V001418,O001418,E0051,2026-03-22 08:33,手工核销,操作员4
V001419,O001419,E0137,2026-04-12 13:54,人脸识别,系统
V001420,O001420,E0039,2025-12-15 06:07,人脸识别,系统
V001421,O001421,E0175,2026-03-20 19:55,刷卡,系统
V001422,O001422,E0103,2026-02-11 17:09,人脸识别,系统
V001423,O001423,E0121,2026-05-09 11:00,刷卡,系统
V001424,O001424,E0015,2026-05-29 07:49,刷卡,系统
V001425,O001425,E0184,2026-02-28 06:07,手工核销,操作员4
V001426,O001426,E0226,2026-01-06 18:44,人脸识别,系统
V001427,O001427,E0104,2026-04-22 17:38,刷卡,系统
V001428,O001428,E0228,2026-05-18 06:45,手工核销,操作员4
V001429,O001429,E0081,2025-12-04 08:38,刷卡,系统
V001430,O001430,E0256,2026-05-30 11:16,人脸识别,系统
V001431,O001431,E0248,2026-02-22 08:17,人脸识别,系统
V001432,O001432,E0168,2026-05-04 17:33,手工核销,操作员1
V001433,O001433,E0270,2026-04-28 13:34,人脸识别,系统
V001434,O001434,E0271,2026-01-29 11:50,手工核销,操作员4
V001435,O001435,E0166,2025-12-09 12:02,人脸识别,系统
V001436,O001436,E0071,2026-02-09 12:11,刷卡,系统
V001437,O001437,E0090,2026-05-24 13:03,人脸识别,系统
V001438,O001438,E0109,2025-12-31 19:35,手工核销,操作员1
V001439,O001439,E0074,2025-12-06 11:08,人脸识别,系统
V001440,O001440,E0247,2026-05-27 12:34,刷卡,系统
V001441,O001441,E0231,2025-12-07 13:02,人脸识别,系统
V001442,O001442,E0037,2026-04-05 07:24,人脸识别,系统
V001443,O001443,E0154,2026-02-21 07:51,刷卡,系统
V001444,O001444,E0096,2025-12-28 12:53,人脸识别,系统
V001445,O001445,E0056,2025-12-10 11:25,刷卡,系统
V001446,O001446,E0240,2025-12-27 11:36,人脸识别,系统
V001447,O001447,E0089,2026-04-20 17:47,人脸识别,系统
V001448,O001448,E0299,2026-04-06 11:26,人脸识别,系统
V001449,O001449,E0106,2026-01-12 12:27,人脸识别,系统
V001450,O001450,E0183,2025-12-12 06:57,人脸识别,系统
V001451,O001451,E0225,2026-02-01 18:18,人脸识别,系统
V001452,O001452,E0221,2026-02-08 13:23,人脸识别,系统
V001453,O001453,E0080,2026-03-09 07:58,人脸识别,系统
V001454,O001454,E0279,2026-05-13 11:36,刷卡,系统
V001455,O001455,E0103,2026-02-09 13:39,刷卡,系统
V001456,O001456,E0013,2026-03-03 19:43,刷卡,系统
V001457,O001457,E0250,2025-12-18 17:37,刷卡,系统
V001458,O001458,E0288,2026-04-25 13:24,人脸识别,系统
V001459,O001459,E0069,2026-04-11 18:33,人脸识别,系统
V001460,O001460,E0058,2025-12-25 07:14,刷卡,系统
V001461,O001461,E0047,2025-12-23 12:15,人脸识别,系统
V001462,O001462,E0112,2026-04-01 17:54,人脸识别,系统
V001463,O001463,E0144,2026-05-28 11:57,人脸识别,系统
V001464,O001464,E0183,2025-12-29 13:03,刷卡,系统
V001465,O001465,E0100,2026-02-05 18:25,人脸识别,系统
V001466,O001466,E0089,2026-04-24 06:46,人脸识别,系统
V001467,O001467,E0236,2026-03-07 08:38,人脸识别,系统
V001468,O001468,E0168,2026-01-03 12:56,人脸识别,系统
V001469,O001469,E0216,2025-12-28 19:46,刷卡,系统
V001470,O001470,E0128,2026-04-26 19:25,刷卡,系统
V001471,O001471,E0146,2026-04-16 13:47,人脸识别,系统
V001472,O001472,E0292,2026-05-17 19:27,人脸识别,系统
V001473,O001473,E0190,2026-01-13 19:48,人脸识别,系统
V001474,O001474,E0156,2026-03-05 07:36,手工核销,操作员3
V001475,O001475,E0014,2026-03-01 17:37,人脸识别,系统
V001476,O001476,E0083,2026-03-21 08:35,刷卡,系统
V001477,O001477,E0182,2026-05-02 13:09,手工核销,操作员4
V001478,O001478,E0252,2026-02-09 11:53,人脸识别,系统
V001479,O001479,E0031,2026-01-22 13:32,手工核销,操作员4
V001480,O001480,E0186,2026-05-25 11:07,人脸识别,系统
V001481,O001481,E0118,2026-02-09 07:37,手工核销,操作员3
V001482,O001482,E0081,2026-01-22 13:41,手工核销,操作员4
V001483,O001483,E0151,2026-03-18 07:35,人脸识别,系统
V001484,O001484,E0217,2026-05-26 13:20,人脸识别,系统
V001485,O001485,E0245,2026-05-20 17:55,人脸识别,系统
V001486,O001486,E0280,2025-12-19 17:44,刷卡,系统
V001487,O001487,E0190,2026-02-04 19:49,手工核销,操作员2
V001488,O001488,E0071,2026-05-11 11:19,刷卡,系统
V001489,O001489,E0130,2025-12-01 19:54,手工核销,操作员2
V001490,O001490,E0036,2026-03-16 13:33,人脸识别,系统
V001491,O001491,E0185,2026-01-24 06:37,刷卡,系统
V001492,O001492,E0153,2025-12-19 12:42,刷卡,系统
V001493,O001493,E0194,2026-04-06 12:27,人脸识别,系统
V001494,O001494,E0213,2025-12-15 19:31,刷卡,系统
V001495,O001495,E0067,2026-03-31 12:11,手工核销,操作员2
V001496,O001496,E0277,2026-04-30 07:08,刷卡,系统
V001497,O001497,E0297,2026-02-04 18:42,人脸识别,系统
V001498,O001498,E0232,2026-05-23 12:14,人脸识别,系统
V001499,O001499,E0123,2026-03-24 18:12,人脸识别,系统
V001500,O001500,E0117,2026-04-16 17:01,刷卡,系统
V001501,O001501,E0112,2026-04-25 13:19,人脸识别,系统
V001502,O001502,E0175,2026-04-24 08:13,人脸识别,系统
V001503,O001503,E0018,2025-12-07 07:41,刷卡,系统
V001504,O001504,E0175,2026-03-08 06:14,刷卡,系统
V001505,O001505,E0085,2026-05-11 11:28,人脸识别,系统
V001506,O001506,E0293,2026-01-13 11:57,人脸识别,系统
V001507,O001507,E0222,2025-12-02 17:20,刷卡,系统
V001508,O001508,E0274,2025-12-16 19:09,人脸识别,系统
V001509,O001509,E0045,2026-02-16 17:55,刷卡,系统
V001510,O001510,E0024,2026-01-21 06:52,人脸识别,系统
V001511,O001511,E0130,2025-12-02 11:52,手工核销,操作员2
V001512,O001512,E0028,2026-01-30 11:57,手工核销,操作员4
V001513,O001513,E0155,2026-04-11 07:40,刷卡,系统
V001514,O001514,E0286,2026-04-05 18:57,人脸识别,系统
V001515,O001515,E0112,2026-01-21 17:37,手工核销,操作员4
V001516,O001516,E0039,2026-01-10 11:20,手工核销,操作员5
V001517,O001517,E0154,2026-05-29 19:34,人脸识别,系统
V001518,O001518,E0294,2025-12-31 07:43,刷卡,系统
V001519,O001519,E0151,2026-05-03 12:16,人脸识别,系统
V001520,O001520,E0275,2026-05-04 07:53,人脸识别,系统
V001521,O001521,E0019,2026-03-31 07:57,人脸识别,系统
V001522,O001522,E0143,2026-01-20 17:43,人脸识别,系统
V001523,O001523,E0021,2026-03-05 19:56,人脸识别,系统
V001524,O001524,E0060,2026-05-25 13:58,刷卡,系统
V001525,O001525,E0154,2025-12-11 12:03,手工核销,操作员5
V001526,O001526,E0135,2026-04-15 11:13,人脸识别,系统
V001527,O001527,E0070,2025-12-12 18:39,手工核销,操作员3
V001528,O001528,E0142,2026-03-09 18:31,人脸识别,系统
V001529,O001529,E0133,2026-01-14 17:17,人脸识别,系统
V001530,O001530,E0198,2026-01-03 19:58,刷卡,系统
V001531,O001531,E0250,2025-12-15 11:33,人脸识别,系统
V001532,O001532,E0101,2026-05-24 11:31,人脸识别,系统
V001533,O001533,E0235,2025-12-21 08:13,手工核销,操作员1
V001534,O001534,E0208,2026-01-10 06:35,刷卡,系统
V001535,O001535,E0192,2025-12-22 18:33,人脸识别,系统
V001536,O001536,E0207,2025-12-21 17:05,人脸识别,系统
V001537,O001537,E0147,2026-05-05 13:39,手工核销,操作员2
V001538,O001538,E0171,2026-02-09 12:34,刷卡,系统
V001539,O001539,E0243,2025-12-14 08:14,刷卡,系统
V001540,O001540,E0128,2026-02-17 12:50,人脸识别,系统
V001541,O001541,E0156,2026-02-11 13:19,刷卡,系统
V001542,O001542,E0158,2025-12-03 11:27,刷卡,系统
V001543,O001543,E0010,2025-12-11 18:36,刷卡,系统
V001544,O001544,E0097,2026-02-14 06:50,人脸识别,系统
V001545,O001545,E0036,2025-12-19 11:37,刷卡,系统
V001546,O001546,E0076,2025-12-27 11:20,人脸识别,系统
V001547,O001547,E0029,2026-04-25 18:23,人脸识别,系统
V001548,O001548,E0245,2025-12-13 19:09,人脸识别,系统
V001549,O001549,E0258,2026-03-17 13:35,人脸识别,系统
V001550,O001550,E0103,2026-04-08 17:53,人脸识别,系统
V001551,O001551,E0123,2026-02-23 11:08,刷卡,系统
V001552,O001552,E0196,2026-05-11 07:21,刷卡,系统
V001553,O001553,E0266,2026-04-20 11:41,手工核销,操作员4
V001554,O001554,E0089,2026-03-19 12:36,刷卡,系统
V001555,O001555,E0080,2026-03-25 12:15,人脸识别,系统
V001556,O001556,E0106,2026-01-20 19:42,手工核销,操作员3
V001557,O001557,E0101,2025-12-01 17:23,人脸识别,系统
V001558,O001558,E0060,2026-03-31 11:03,人脸识别,系统
V001559,O001559,E0119,2026-05-05 12:43,刷卡,系统
V001560,O001560,E0055,2026-04-02 08:53,人脸识别,系统
V001561,O001561,E0205,2026-01-01 11:22,人脸识别,系统
V001562,O001562,E0011,2026-05-03 07:41,人脸识别,系统
V001563,O001563,E0090,2026-04-21 11:21,刷卡,系统
V001564,O001564,E0277,2026-03-03 17:55,人脸识别,系统
V001565,O001565,E0298,2026-02-06 17:01,人脸识别,系统
V001566,O001566,E0226,2026-02-01 07:27,人脸识别,系统
V001567,O001567,E0212,2025-12-13 12:52,人脸识别,系统
V001568,O001568,E0279,2026-04-21 11:18,人脸识别,系统
V001569,O001569,E0195,2026-05-04 07:19,手工核销,操作员2
V001570,O001570,E0169,2026-01-10 13:27,人脸识别,系统
V001571,O001571,E0171,2025-12-03 12:41,人脸识别,系统
V001572,O001572,E0033,2026-03-04 13:23,人脸识别,系统
V001573,O001573,E0171,2026-01-28 19:26,刷卡,系统
V001574,O001574,E0208,2026-04-30 13:43,人脸识别,系统
V001575,O001575,E0190,2025-12-18 17:01,刷卡,系统
V001576,O001576,E0021,2026-03-14 08:56,人脸识别,系统
V001577,O001577,E0172,2026-02-12 19:06,刷卡,系统
V001578,O001578,E0054,2026-03-30 08:00,人脸识别,系统
V001579,O001579,E0217,2026-02-14 06:10,人脸识别,系统
V001580,O001580,E0159,2026-05-18 07:50,刷卡,系统
V001581,O001581,E0071,2025-12-08 13:30,刷卡,系统
V001582,O001582,E0039,2026-05-09 13:29,刷卡,系统
V001583,O001583,E0129,2026-02-19 18:12,人脸识别,系统
V001584,O001584,E0044,2026-05-18 17:23,人脸识别,系统
V001585,O001585,E0116,2026-05-22 11:17,刷卡,系统
V001586,O001586,E0028,2026-03-11 13:57,人脸识别,系统
V001587,O001587,E0254,2025-12-09 13:12,人脸识别,系统
V001588,O001588,E0102,2026-02-28 19:54,刷卡,系统
V001589,O001589,E0238,2025-12-27 19:16,人脸识别,系统
V001590,O001590,E0274,2026-03-25 11:45,手工核销,操作员3
V001591,O001591,E0243,2026-05-01 13:47,刷卡,系统
V001592,O001592,E0240,2026-02-25 19:29,手工核销,操作员3
V001593,O001593,E0090,2026-03-05 08:18,人脸识别,系统
V001594,O001594,E0113,2026-05-21 11:11,人脸识别,系统
V001595,O001595,E0222,2025-12-22 12:25,人脸识别,系统
V001596,O001596,E0093,2025-12-18 17:17,人脸识别,系统
V001597,O001597,E0045,2025-12-29 11:11,刷卡,系统
V001598,O001598,E0264,2025-12-02 18:43,人脸识别,系统
V001599,O001599,E0152,2026-02-16 12:49,人脸识别,系统
V001600,O001600,E0226,2026-02-06 12:41,人脸识别,系统
V001601,O001601,E0117,2026-03-08 12:01,人脸识别,系统
V001602,O001602,E0087,2026-03-27 19:19,人脸识别,系统
V001603,O001603,E0242,2026-03-20 12:05,人脸识别,系统
V001604,O001604,E0096,2026-05-16 12:00,刷卡,系统
V001605,O001605,E0251,2025-12-10 07:25,人脸识别,系统
V001606,O001606,E0066,2026-03-25 13:06,人脸识别,系统
V001607,O001607,E0245,2026-02-19 17:31,人脸识别,系统
V001608,O001608,E0183,2025-12-22 11:54,手工核销,操作员2
V001609,O001609,E0068,2026-02-25 18:32,人脸识别,系统
V001610,O001610,E0085,2025-12-22 18:09,人脸识别,系统
V001611,O001611,E0249,2026-01-18 06:44,人脸识别,系统
V001612,O001612,E0085,2026-05-05 17:40,手工核销,操作员1
V001613,O001613,E0271,2025-12-16 13:14,人脸识别,系统
V001614,O001614,E0023,2026-02-06 07:30,人脸识别,系统
V001615,O001615,E0130,2026-05-13 12:23,手工核销,操作员2
V001616,O001616,E0073,2025-12-22 18:28,人脸识别,系统
V001617,O001617,E0210,2026-04-18 12:17,人脸识别,系统
V001618,O001618,E0186,2026-02-23 06:06,刷卡,系统
V001619,O001619,E0280,2026-03-31 17:33,刷卡,系统
V001620,O001620,E0167,2026-02-18 17:13,刷卡,系统
V001621,O001621,E0168,2026-05-19 13:19,刷卡,系统
V001622,O001622,E0094,2026-01-24 13:28,人脸识别,系统
V001623,O001623,E0052,2026-01-04 06:36,人脸识别,系统
V001624,O001624,E0201,2026-01-03 12:41,刷卡,系统
V001625,O001625,E0081,2026-02-11 12:30,人脸识别,系统
V001626,O001626,E0025,2025-12-25 13:18,手工核销,操作员1
V001627,O001627,E0136,2026-04-11 13:22,手工核销,操作员2
V001628,O001628,E0236,2026-05-23 18:06,人脸识别,系统
V001629,O001629,E0065,2026-04-04 11:05,刷卡,系统
V001630,O001630,E0045,2025-12-11 12:54,人脸识别,系统
V001631,O001631,E0280,2026-01-30 12:34,人脸识别,系统
V001632,O001632,E0232,2026-04-01 13:28,刷卡,系统
V001633,O001633,E0074,2025-12-03 13:54,人脸识别,系统
V001634,O001634,E0019,2026-02-07 13:12,人脸识别,系统
V001635,O001635,E0164,2026-01-26 13:38,人脸识别,系统
V001636,O001636,E0089,2026-04-18 07:24,人脸识别,系统
V001637,O001637,E0211,2025-12-12 06:33,人脸识别,系统
V001638,O001638,E0065,2026-04-04 13:18,刷卡,系统
V001639,O001639,E0004,2026-01-12 07:03,刷卡,系统
V001640,O001640,E0049,2026-04-26 12:23,刷卡,系统
V001641,O001641,E0266,2026-02-15 12:32,手工核销,操作员4
V001642,O001642,E0157,2026-02-06 13:42,人脸识别,系统
V001643,O001643,E0119,2026-01-28 19:01,人脸识别,系统
V001644,O001644,E0009,2025-12-02 11:01,手工核销,操作员4
V001645,O001645,E0188,2026-04-15 17:13,人脸识别,系统
V001646,O001646,E0059,2026-04-29 17:49,人脸识别,系统
V001647,O001647,E0111,2025-12-21 19:10,人脸识别,系统
V001648,O001648,E0069,2026-05-06 12:33,人脸识别,系统
V001649,O001649,E0268,2026-03-11 17:54,刷卡,系统
V001650,O001650,E0202,2026-02-24 17:37,人脸识别,系统
V001651,O001651,E0103,2026-04-01 11:27,刷卡,系统
V001652,O001652,E0042,2026-02-13 11:38,手工核销,操作员4
V001653,O001653,E0195,2026-02-13 19:21,刷卡,系统
V001654,O001654,E0143,2026-02-21 15:41,刷卡,系统
V001655,O001655,E0236,2026-05-14 12:32,人脸识别,系统
V001656,O001656,E0112,2026-02-16 18:37,刷卡,系统
V001657,O001657,E0008,2025-12-17 11:51,手工核销,操作员1
V001658,O001658,E0198,2026-05-14 08:30,刷卡,系统
V001659,O001659,E0101,2025-12-21 12:56,人脸识别,系统
V001660,O001660,E0021,2026-03-30 12:13,人脸识别,系统
V001661,O001661,E0160,2025-12-12 19:37,人脸识别,系统
V001662,O001662,E0219,2025-12-07 12:08,人脸识别,系统
V001663,O001663,E0183,2025-12-02 17:23,人脸识别,系统
V001664,O001664,E0160,2026-05-24 11:28,刷卡,系统
V001665,O001665,E0131,2026-03-23 12:04,人脸识别,系统
V001666,O001666,E0080,2025-12-15 11:41,人脸识别,系统
V001667,O001667,E0205,2026-03-23 13:38,人脸识别,系统
V001668,O001668,E0142,2026-04-20 18:26,人脸识别,系统
V001669,O001669,E0010,2025-12-24 13:07,人脸识别,系统
V001670,O001670,E0169,2026-04-20 19:28,刷卡,系统
V001671,O001671,E0267,2025-12-16 13:52,刷卡,系统
V001672,O001672,E0275,2026-04-26 08:11,人脸识别,系统
V001673,O001673,E0003,2026-01-01 07:07,刷卡,系统
V001674,O001674,E0245,2026-03-09 19:41,人脸识别,系统
V001675,O001675,E0030,2026-02-25 11:40,刷卡,系统
V001676,O001676,E0210,2026-04-28 12:20,人脸识别,系统
V001677,O001677,E0071,2026-03-22 13:55,人脸识别,系统
V001678,O001678,E0140,2026-04-21 13:47,人脸识别,系统
V001679,O001679,E0065,2025-12-24 11:46,人脸识别,系统
V001680,O001680,E0187,2026-01-18 12:08,人脸识别,系统
V001681,O001681,E0214,2026-01-01 17:13,刷卡,系统
V001682,O001682,E0048,2026-02-13 11:00,人脸识别,系统
V001683,O001683,E0211,2026-03-19 07:54,人脸识别,系统
V001684,O001684,E0096,2025-12-11 11:30,刷卡,系统
V001685,O001685,E0225,2026-02-06 11:15,刷卡,系统
V001686,O001686,E0040,2026-02-28 11:38,人脸识别,系统
V001687,O001687,E0130,2026-03-20 19:26,手工核销,操作员2
V001688,O001688,E0266,2026-04-12 19:10,人脸识别,系统
V001689,O001689,E0178,2026-05-13 13:01,刷卡,系统
V001690,O001690,E0189,2026-01-01 11:30,刷卡,系统
V001691,O001691,E0208,2026-02-09 19:49,人脸识别,系统
V001692,O001692,E0276,2026-02-12 17:23,人脸识别,系统
V001693,O001693,E0156,2026-04-17 11:38,人脸识别,系统
V001694,O001694,E0197,2025-12-26 13:02,人脸识别,系统
V001695,O001695,E0049,2025-12-21 18:47,刷卡,系统
V001696,O001696,E0191,2026-01-09 12:57,刷卡,系统
V001697,O001697,E0300,2026-01-11 11:03,刷卡,系统
V001698,O001698,E0163,2026-02-10 18:29,手工核销,操作员2
V001699,O001699,E0236,2026-01-15 17:02,人脸识别,系统
V001700,O001700,E0201,2026-02-20 11:03,刷卡,系统
V001701,O001701,E0291,2026-02-11 12:57,刷卡,系统
V001702,O001702,E0231,2026-03-28 13:12,人脸识别,系统
V001703,O001703,E0230,2026-01-10 19:52,刷卡,系统
V001704,O001704,E0226,2026-03-04 19:13,人脸识别,系统
V001705,O001705,E0089,2026-04-11 18:09,人脸识别,系统
V001706,O001706,E0023,2026-03-09 12:13,人脸识别,系统
V001707,O001707,E0072,2026-04-21 06:16,人脸识别,系统
V001708,O001708,E0288,2026-04-21 13:21,人脸识别,系统
V001709,O001709,E0282,2025-12-20 12:45,刷卡,系统
V001710,O001710,E0144,2026-04-07 13:36,手工核销,操作员3
V001711,O001711,E0068,2025-12-29 11:20,人脸识别,系统
V001712,O001712,E0236,2025-12-23 13:24,刷卡,系统
V001713,O001713,E0280,2026-02-23 17:02,人脸识别,系统
V001714,O001714,E0291,2026-05-08 08:18,手工核销,操作员4
V001715,O001715,E0230,2026-03-06 17:31,人脸识别,系统
V001716,O001716,E0091,2025-12-14 12:14,人脸识别,系统
V001717,O001717,E0159,2026-04-30 19:40,刷卡,系统
V001718,O001718,E0139,2025-12-08 11:23,刷卡,系统
V001719,O001719,E0059,2026-02-14 07:08,人脸识别,系统
V001720,O001720,E0132,2026-03-10 11:09,刷卡,系统
V001721,O001721,E0289,2025-12-16 08:47,人脸识别,系统
V001722,O001722,E0009,2026-05-03 07:31,刷卡,系统
V001723,O001723,E0255,2026-05-06 17:57,刷卡,系统
V001724,O001724,E0089,2026-03-03 13:39,人脸识别,系统
V001725,O001725,E0205,2025-12-06 12:06,刷卡,系统
V001726,O001726,E0167,2026-01-06 12:45,人脸识别,系统
V001727,O001727,E0177,2026-05-10 12:49,人脸识别,系统
V001728,O001728,E0138,2026-03-05 17:26,人脸识别,系统
V001729,O001729,E0141,2026-05-23 11:14,刷卡,系统
V001730,O001730,E0172,2026-01-30 11:43,人脸识别,系统
V001731,O001731,E0001,2026-05-18 18:20,人脸识别,系统
V001732,O001732,E0185,2025-12-18 07:09,刷卡,系统
V001733,O001733,E0281,2026-03-21 17:22,刷卡,系统
V001734,O001734,E0289,2026-03-05 13:04,刷卡,系统
V001735,O001735,E0075,2025-12-16 06:48,手工核销,操作员3
V001736,O001736,E0286,2026-03-14 11:58,人脸识别,系统
V001737,O001737,E0132,2026-05-28 11:57,刷卡,系统
V001738,O001738,E0001,2026-05-14 18:05,刷卡,系统
V001739,O001739,E0050,2025-12-14 08:21,刷卡,系统
V001740,O001740,E0198,2026-03-13 07:27,人脸识别,系统
V001741,O001741,E0101,2026-02-06 12:53,人脸识别,系统
V001742,O001742,E0113,2025-12-30 12:18,人脸识别,系统
V001743,O001743,E0101,2026-01-29 17:48,刷卡,系统
V001744,O001744,E0289,2026-01-22 13:13,人脸识别,系统
V001745,O001745,E0161,2026-05-13 18:47,人脸识别,系统
V001746,O001746,E0083,2026-05-07 18:06,刷卡,系统
V001747,O001747,E0156,2026-02-02 12:14,刷卡,系统
V001748,O001748,E0115,2025-12-14 19:31,人脸识别,系统
V001749,O001749,E0173,2025-12-23 13:21,人脸识别,系统
V001750,O001750,E0200,2026-05-25 06:45,刷卡,系统
V001751,O001751,E0191,2026-05-05 12:20,人脸识别,系统
V001752,O001752,E0297,2026-04-01 06:18,手工核销,操作员3
V001753,O001753,E0176,2025-12-22 19:12,刷卡,系统
V001754,O001754,E0076,2026-05-19 11:21,刷卡,系统
