订单ID,老人ID,餐品ID,下单日期,餐次,餐品单价,补贴抵扣,自付金额,订单来源,订餐渠道,退餐原因
O001462,E0112,M011,2026-04-01,晚餐,8,3.3,4.7,老人主动选择,电话订餐,
O001463,E0144,M023,2026-05-28,午餐,10,3.3,6.7,家属代订,社区代办,过于油腻
O001464,E0183,M025,2025-12-29,午餐,15,13.3,1.7,老人主动选择,现场点餐,
O001465,E0100,M021,2026-02-05,晚餐,12,6.7,5.3,家属代订,电话订餐,
O001466,E0089,M004,2026-04-24,早餐,15,3.3,11.7,家属代订,电话订餐,
O001467,E0236,M001,2026-03-07,早餐,12,3.3,8.7,老人主动选择,电话订餐,
O001468,E0168,M011,2026-01-03,午餐,10,6.7,3.3,食堂替换餐品,小程序,
O001469,E0216,M016,2025-12-28,晚餐,12,12.0,0.0,老人主动选择,小程序,
O001470,E0128,M030,2026-04-26,晚餐,15,3.3,11.7,食堂替换餐品,小程序,
O001471,E0146,M006,2026-04-16,午餐,10,10.0,0.0,食堂替换餐品,现场点餐,
O001472,E0292,M011,2026-05-17,晚餐,12,12.0,0.0,老人主动选择,小程序,
O001473,E0190,M008,2026-01-13,晚餐,10,6.7,3.3,老人主动选择,小程序,过于油腻
O001474,E0156,M020,2026-03-05,早餐,8,8.0,0.0,老人主动选择,小程序,
O001475,E0014,M001,2026-03-01,晚餐,15,6.7,8.3,家属代订,现场点餐,
O001476,E0083,M014,2026-03-21,早餐,12,3.3,8.7,老人主动选择,电话订餐,盐分过高
O001477,E0182,M030,2026-05-02,午餐,12,12.0,0.0,食堂替换餐品,现场点餐,
O001478,E0252,M021,2026-02-09,午餐,12,6.7,5.3,老人主动选择,小程序,
O001479,E0031,M026,2026-01-22,午餐,15,3.3,11.7,家属代订,社区代办,
O001480,E0186,M021,2026-05-25,午餐,8,3.3,4.7,食堂替换餐品,电话订餐,
O001481,E0118,M002,2026-02-09,早餐,15,3.3,11.7,家属代订,电话订餐,
O001482,E0081,M006,2026-01-22,午餐,12,6.7,5.3,老人主动选择,社区代办,
O001483,E0151,M026,2026-03-18,早餐,15,3.3,11.7,家属代订,社区代办,
O001484,E0217,M009,2026-05-26,午餐,12,6.7,5.3,老人主动选择,现场点餐,
O001485,E0245,M014,2026-05-20,晚餐,15,6.7,8.3,老人主动选择,社区代办,
O001486,E0280,M022,2025-12-19,晚餐,10,6.7,3.3,老人主动选择,电话订餐,
O001487,E0190,M008,2026-02-04,晚餐,15,6.7,8.3,老人主动选择,小程序,
O001488,E0071,M026,2026-05-11,午餐,12,3.3,8.7,家属代订,小程序,
O001489,E0130,M003,2025-12-01,晚餐,12,3.3,8.7,老人主动选择,电话订餐,
O001490,E0036,M010,2026-03-16,午餐,15,13.3,1.7,家属代订,电话订餐,
O001491,E0185,M018,2026-01-24,早餐,15,3.3,11.7,老人主动选择,电话订餐,临时外出
O001492,E0153,M020,2025-12-19,午餐,10,10.0,0.0,老人主动选择,现场点餐,餐品不合口味
O001493,E0194,M028,2026-04-06,午餐,8,6.7,1.3,老人主动选择,电话订餐,
O001494,E0213,M009,2025-12-15,晚餐,8,8.0,0.0,老人主动选择,小程序,
O001495,E0067,M009,2026-03-31,午餐,10,3.3,6.7,老人主动选择,小程序,
O001496,E0277,M019,2026-04-30,早餐,8,3.3,4.7,家属代订,社区代办,
O001497,E0297,M028,2026-02-04,晚餐,8,8.0,0.0,食堂替换餐品,现场点餐,
O001498,E0232,M013,2026-05-23,午餐,12,3.3,8.7,老人主动选择,电话订餐,
O001499,E0123,M001,2026-03-24,晚餐,12,12.0,0.0,老人主动选择,现场点餐,
O001500,E0117,M017,2026-04-16,晚餐,12,6.7,5.3,老人主动选择,现场点餐,
O001501,E0112,M004,2026-04-25,午餐,15,3.3,11.7,食堂替换餐品,社区代办,
O001502,E0175,M004,2026-04-24,早餐,15,6.7,8.3,家属代订,小程序,
O001503,E0018,M027,2025-12-07,早餐,8,3.3,4.7,家属代订,电话订餐,
O001504,E0175,M016,2026-03-08,早餐,15,6.7,8.3,老人主动选择,小程序,
O001505,E0085,M028,2026-05-11,午餐,12,12.0,0.0,老人主动选择,社区代办,
O001506,E0293,M016,2026-01-13,午餐,15,3.3,11.7,老人主动选择,社区代办,
O001507,E0222,M015,2025-12-02,晚餐,8,8.0,0.0,食堂替换餐品,现场点餐,过于油腻
O001508,E0274,M026,2025-12-16,晚餐,12,3.3,8.7,老人主动选择,电话订餐,
O001509,E0045,M006,2026-02-16,晚餐,8,6.7,1.3,家属代订,电话订餐,
O001510,E0024,M005,2026-01-21,早餐,15,6.7,8.3,老人主动选择,电话订餐,
O001511,E0130,M022,2025-12-02,午餐,10,3.3,6.7,老人主动选择,小程序,
O001512,E0028,M010,2026-01-30,午餐,10,10.0,0.0,老人主动选择,电话订餐,重复下单
O001513,E0155,M007,2026-04-11,早餐,12,3.3,8.7,家属代订,小程序,
O001514,E0286,M007,2026-04-05,晚餐,8,8.0,0.0,老人主动选择,社区代办,
O001515,E0112,M010,2026-01-21,晚餐,10,3.3,6.7,食堂替换餐品,电话订餐,
O001516,E0039,M030,2026-01-10,午餐,10,6.7,3.3,老人主动选择,社区代办,
O001517,E0154,M010,2026-05-29,晚餐,12,6.7,5.3,老人主动选择,现场点餐,
O001518,E0294,M025,2025-12-31,早餐,12,3.3,8.7,老人主动选择,小程序,
O001519,E0151,M015,2026-05-03,午餐,8,3.3,4.7,家属代订,小程序,
O001520,E0275,M006,2026-05-04,早餐,10,6.7,3.3,老人主动选择,社区代办,
O001521,E0019,M024,2026-03-31,早餐,8,8.0,0.0,老人主动选择,现场点餐,
O001522,E0143,M002,2026-01-20,晚餐,8,3.3,4.7,老人主动选择,小程序,
O001523,E0021,M008,2026-03-05,晚餐,12,6.7,5.3,老人主动选择,小程序,
O001524,E0060,M025,2026-05-25,午餐,8,6.7,1.3,家属代订,现场点餐,
O001525,E0154,M020,2025-12-11,午餐,15,6.7,8.3,老人主动选择,小程序,
O001526,E0135,M015,2026-04-15,午餐,8,6.7,1.3,家属代订,小程序,
O001527,E0070,M021,2025-12-12,晚餐,10,6.7,3.3,家属代订,现场点餐,
O001528,E0142,M021,2026-03-09,晚餐,8,3.3,4.7,食堂替换餐品,现场点餐,
O001529,E0133,M018,2026-01-14,晚餐,15,13.3,1.7,老人主动选择,电话订餐,
O001530,E0198,M005,2026-01-03,晚餐,15,3.3,11.7,老人主动选择,社区代办,
O001531,E0250,M025,2025-12-15,午餐,10,6.7,3.3,食堂替换餐品,现场点餐,
O001532,E0101,M004,2026-05-24,午餐,10,6.7,3.3,家属代订,现场点餐,
O001533,E0235,M010,2025-12-21,早餐,8,6.7,1.3,老人主动选择,小程序,
O001534,E0208,M019,2026-01-10,早餐,15,3.3,11.7,老人主动选择,小程序,
O001535,E0192,M014,2025-12-22,晚餐,15,3.3,11.7,食堂替换餐品,小程序,
O001536,E0207,M023,2025-12-21,晚餐,8,6.7,1.3,老人主动选择,小程序,
O001537,E0147,M024,2026-05-05,午餐,10,3.3,6.7,家属代订,社区代办,
O001538,E0171,M013,2026-02-09,午餐,15,3.3,11.7,老人主动选择,社区代办,
O001539,E0243,M029,2025-12-14,早餐,8,6.7,1.3,老人主动选择,现场点餐,健康原因退餐
O001540,E0128,M010,2026-02-17,午餐,10,3.3,6.7,老人主动选择,电话订餐,
O001541,E0156,M022,2026-02-11,午餐,8,8.0,0.0,老人主动选择,现场点餐,
O001542,E0158,M006,2025-12-03,午餐,10,10.0,0.0,老人主动选择,电话订餐,
O001543,E0010,M013,2025-12-11,晚餐,10,6.7,3.3,食堂替换餐品,小程序,
O001544,E0097,M021,2026-02-14,早餐,15,6.7,8.3,家属代订,电话订餐,
O001545,E0036,M011,2025-12-19,午餐,12,12.0,0.0,家属代订,电话订餐,
O001546,E0076,M022,2025-12-27,午餐,15,6.7,8.3,家属代订,小程序,
O001547,E0029,M025,2026-04-25,晚餐,8,8.0,0.0,老人主动选择,小程序,
O001548,E0245,M015,2025-12-13,晚餐,10,6.7,3.3,老人主动选择,小程序,
O001549,E0258,M002,2026-03-17,午餐,15,3.3,11.7,食堂替换餐品,电话订餐,
O001550,E0103,M026,2026-04-08,晚餐,10,10.0,0.0,老人主动选择,小程序,
O001551,E0123,M027,2026-02-23,午餐,15,15.0,0.0,老人主动选择,现场点餐,
O001552,E0196,M015,2026-05-11,早餐,8,6.7,1.3,食堂替换餐品,电话订餐,
O001553,E0266,M019,2026-04-20,午餐,8,3.3,4.7,老人主动选择,小程序,
O001554,E0089,M017,2026-03-19,午餐,8,3.3,4.7,食堂替换餐品,现场点餐,
O001555,E0080,M020,2026-03-25,午餐,15,3.3,11.7,食堂替换餐品,电话订餐,
O001556,E0106,M018,2026-01-20,晚餐,12,3.3,8.7,老人主动选择,小程序,
O001557,E0101,M006,2025-12-01,晚餐,8,6.7,1.3,老人主动选择,现场点餐,
O001558,E0060,M015,2026-03-31,午餐,15,6.7,8.3,食堂替换餐品,小程序,
O001559,E0119,M029,2026-05-05,午餐,12,3.3,8.7,老人主动选择,现场点餐,
O001560,E0055,M017,2026-04-02,早餐,15,6.7,8.3,老人主动选择,电话订餐,
O001561,E0205,M024,2026-01-01,午餐,15,13.3,1.7,老人主动选择,小程序,
O001562,E0011,M026,2026-05-03,早餐,8,6.7,1.3,家属代订,电话订餐,
O001563,E0090,M022,2026-04-21,午餐,12,6.7,5.3,家属代订,小程序,
O001564,E0277,M009,2026-03-03,晚餐,15,3.3,11.7,食堂替换餐品,小程序,
O001565,E0298,M012,2026-02-06,晚餐,15,6.7,8.3,食堂替换餐品,小程序,
O001566,E0226,M022,2026-02-01,早餐,15,6.7,8.3,食堂替换餐品,小程序,
O001567,E0212,M026,2025-12-13,午餐,15,3.3,11.7,老人主动选择,现场点餐,
O001568,E0279,M023,2026-04-21,午餐,8,6.7,1.3,家属代订,现场点餐,
O001569,E0195,M005,2026-05-04,早餐,15,6.7,8.3,老人主动选择,现场点餐,
O001570,E0169,M014,2026-01-10,午餐,12,3.3,8.7,老人主动选择,小程序,
O001571,E0171,M024,2025-12-03,午餐,10,3.3,6.7,家属代订,现场点餐,
O001572,E0033,M008,2026-03-04,午餐,12,3.3,8.7,老人主动选择,小程序,
O001573,E0171,M026,2026-01-28,晚餐,15,3.3,11.7,食堂替换餐品,电话订餐,
O001574,E0208,M025,2026-04-30,午餐,15,3.3,11.7,老人主动选择,现场点餐,
O001575,E0190,M028,2025-12-18,晚餐,12,6.7,5.3,家属代订,小程序,
O001576,E0021,M022,2026-03-14,早餐,10,6.7,3.3,老人主动选择,社区代办,
O001577,E0172,M017,2026-02-12,晚餐,8,6.7,1.3,老人主动选择,现场点餐,
O001578,E0054,M009,2026-03-30,早餐,10,6.7,3.3,老人主动选择,现场点餐,
O001579,E0217,M003,2026-02-14,早餐,10,6.7,3.3,老人主动选择,现场点餐,
O001580,E0159,M025,2026-05-18,早餐,10,10.0,0.0,老人主动选择,现场点餐,
O001581,E0071,M007,2025-12-08,午餐,12,3.3,8.7,食堂替换餐品,社区代办,
O001582,E0039,M030,2026-05-09,午餐,10,6.7,3.3,家属代订,现场点餐,
O001583,E0129,M012,2026-02-19,晚餐,8,8.0,0.0,老人主动选择,小程序,
O001584,E0044,M029,2026-05-18,晚餐,15,6.7,8.3,老人主动选择,电话订餐,
O001585,E0116,M003,2026-05-22,午餐,12,3.3,8.7,老人主动选择,小程序,
O001586,E0028,M009,2026-03-11,午餐,12,12.0,0.0,老人主动选择,社区代办,
O001587,E0254,M014,2025-12-09,午餐,10,10.0,0.0,家属代订,社区代办,重复下单
O001588,E0102,M023,2026-02-28,晚餐,15,3.3,11.7,老人主动选择,电话订餐,
O001589,E0238,M023,2025-12-27,晚餐,15,3.3,11.7,家属代订,现场点餐,
O001590,E0274,M023,2026-03-25,午餐,15,3.3,11.7,老人主动选择,社区代办,
O001591,E0243,M018,2026-05-01,午餐,12,6.7,5.3,家属代订,小程序,
O001592,E0240,M011,2026-02-25,晚餐,8,8.0,0.0,家属代订,电话订餐,
O001593,E0090,M004,2026-03-05,早餐,15,6.7,8.3,老人主动选择,电话订餐,
O001594,E0113,M026,2026-05-21,午餐,12,12.0,0.0,家属代订,现场点餐,
O001595,E0222,M008,2025-12-22,午餐,10,10.0,0.0,家属代订,小程序,
O001596,E0093,M028,2025-12-18,晚餐,15,3.3,11.7,家属代订,现场点餐,
O001597,E0045,M018,2025-12-29,午餐,10,6.7,3.3,老人主动选择,电话订餐,
O001598,E0264,M013,2025-12-02,晚餐,15,3.3,11.7,食堂替换餐品,小程序,
O001599,E0152,M004,2026-02-16,午餐,10,3.3,6.7,家属代订,小程序,
O001600,E0226,M010,2026-02-06,午餐,12,6.7,5.3,老人主动选择,小程序,
O001601,E0117,M008,2026-03-08,午餐,10,6.7,3.3,老人主动选择,小程序,
O001602,E0087,M012,2026-03-27,晚餐,12,3.3,8.7,老人主动选择,电话订餐,
O001603,E0242,M019,2026-03-20,午餐,10,3.3,6.7,老人主动选择,现场点餐,
O001604,E0096,M012,2026-05-16,午餐,10,6.7,3.3,食堂替换餐品,小程序,
O001605,E0251,M022,2025-12-10,早餐,10,10.0,0.0,老人主动选择,电话订餐,
O001606,E0066,M028,2026-03-25,午餐,15,6.7,8.3,食堂替换餐品,电话订餐,
O001607,E0245,M002,2026-02-19,晚餐,8,6.7,1.3,老人主动选择,小程序,
O001608,E0183,M024,2025-12-22,午餐,8,8.0,0.0,老人主动选择,电话订餐,
O001609,E0068,M008,2026-02-25,晚餐,15,3.3,11.7,食堂替换餐品,现场点餐,
O001610,E0085,M028,2025-12-22,晚餐,10,10.0,0.0,老人主动选择,小程序,
O001611,E0249,M013,2026-01-18,早餐,10,3.3,6.7,家属代订,小程序,
O001612,E0085,M001,2026-05-05,晚餐,15,15.0,0.0,食堂替换餐品,社区代办,
O001613,E0271,M003,2025-12-16,午餐,12,3.3,8.7,食堂替换餐品,现场点餐,
O001614,E0023,M030,2026-02-06,早餐,12,3.3,8.7,家属代订,电话订餐,
O001615,E0130,M002,2026-05-13,午餐,15,3.3,11.7,食堂替换餐品,电话订餐,
O001616,E0073,M023,2025-12-22,晚餐,8,3.3,4.7,家属代订,现场点餐,
O001617,E0210,M023,2026-04-18,午餐,12,6.7,5.3,老人主动选择,现场点餐,
O001618,E0186,M020,2026-02-23,早餐,15,3.3,11.7,家属代订,小程序,
O001619,E0280,M028,2026-03-31,晚餐,12,6.7,5.3,食堂替换餐品,电话订餐,
O001620,E0167,M028,2026-02-18,晚餐,15,6.7,8.3,老人主动选择,电话订餐,
O001621,E0168,M008,2026-05-19,午餐,12,6.7,5.3,老人主动选择,小程序,
O001622,E0094,M003,2026-01-24,午餐,12,12.0,0.0,家属代订,社区代办,
O001623,E0052,M030,2026-01-04,早餐,15,6.7,8.3,家属代订,电话订餐,
O001624,E0201,M025,2026-01-03,午餐,8,3.3,4.7,老人主动选择,小程序,
O001625,E0081,M021,2026-02-11,午餐,8,6.7,1.3,家属代订,社区代办,
O001626,E0025,M030,2025-12-25,午餐,12,3.3,8.7,家属代订,小程序,
O001627,E0136,M029,2026-04-11,午餐,12,3.3,8.7,家属代订,小程序,
O001628,E0236,M015,2026-05-23,晚餐,8,3.3,4.7,老人主动选择,现场点餐,
O001629,E0065,M030,2026-04-04,午餐,15,3.3,11.7,老人主动选择,小程序,
O001630,E0045,M002,2025-12-11,午餐,10,6.7,3.3,家属代订,现场点餐,
O001631,E0280,M025,2026-01-30,午餐,12,6.7,5.3,家属代订,小程序,
O001632,E0232,M017,2026-04-01,午餐,10,3.3,6.7,老人主动选择,小程序,
O001633,E0074,M027,2025-12-03,午餐,12,3.3,8.7,老人主动选择,小程序,
O001634,E0019,M024,2026-02-07,午餐,8,8.0,0.0,老人主动选择,现场点餐,
O001635,E0164,M006,2026-01-26,午餐,15,6.7,8.3,老人主动选择,小程序,
O001636,E0089,M028,2026-04-18,早餐,12,3.3,8.7,食堂替换餐品,电话订餐,
O001637,E0211,M001,2025-12-12,早餐,10,3.3,6.7,家属代订,现场点餐,
O001638,E0065,M030,2026-04-04,午餐,8,3.3,4.7,食堂替换餐品,社区代办,盐分过高
O001639,E0004,M004,2026-01-12,早餐,12,3.3,8.7,老人主动选择,现场点餐,过于油腻
O001640,E0049,M019,2026-04-26,午餐,15,6.7,8.3,老人主动选择,电话订餐,
O001641,E0266,M007,2026-02-15,午餐,12,3.3,8.7,老人主动选择,电话订餐,
O001642,E0157,M023,2026-02-06,午餐,15,6.7,8.3,家属代订,现场点餐,
O001643,E0119,M022,2026-01-28,晚餐,15,3.3,11.7,老人主动选择,现场点餐,
O001644,E0009,M014,2025-12-02,午餐,8,6.7,1.3,家属代订,现场点餐,
O001645,E0188,M026,2026-04-15,晚餐,12,6.7,5.3,老人主动选择,社区代办,
O001646,E0059,M014,2026-04-29,晚餐,15,3.3,11.7,老人主动选择,现场点餐,
O001647,E0111,M010,2025-12-21,晚餐,8,8.0,0.0,老人主动选择,小程序,
O001648,E0069,M028,2026-05-06,午餐,12,6.7,5.3,家属代订,现场点餐,
O001649,E0268,M024,2026-03-11,晚餐,15,13.3,1.7,老人主动选择,现场点餐,
O001650,E0202,M007,2026-02-24,晚餐,8,3.3,4.7,老人主动选择,现场点餐,
O001651,E0103,M016,2026-04-01,午餐,12,12.0,0.0,食堂替换餐品,社区代办,
O001652,E0042,M004,2026-02-13,午餐,15,6.7,8.3,家属代订,电话订餐,
O001653,E0195,M007,2026-02-13,晚餐,8,6.7,1.3,老人主动选择,现场点餐,
O001654,E0143,M015,2026-02-21,午餐,8,3.3,4.7,老人主动选择,小程序,
O001655,E0236,M017,2026-05-14,午餐,12,3.3,8.7,老人主动选择,电话订餐,
O001656,E0112,M003,2026-02-16,晚餐,8,3.3,4.7,家属代订,电话订餐,
O001657,E0008,M016,2025-12-17,午餐,12,6.7,5.3,家属代订,社区代办,
O001658,E0198,M002,2026-05-14,早餐,12,3.3,8.7,老人主动选择,社区代办,
O001659,E0101,M007,2025-12-21,午餐,15,6.7,8.3,食堂替换餐品,现场点餐,
O001660,E0021,M025,2026-03-30,午餐,12,6.7,5.3,老人主动选择,小程序,
O001661,E0160,M016,2025-12-12,晚餐,8,3.3,4.7,老人主动选择,电话订餐,
O001662,E0219,M021,2025-12-07,午餐,12,3.3,8.7,食堂替换餐品,现场点餐,
O001663,E0183,M009,2025-12-02,晚餐,15,13.3,1.7,老人主动选择,小程序,送餐太晚
O001664,E0160,M012,2026-05-24,午餐,8,3.3,4.7,食堂替换餐品,小程序,
O001665,E0131,M029,2026-03-23,午餐,15,3.3,11.7,家属代订,现场点餐,
O001666,E0080,M024,2025-12-15,午餐,10,3.3,6.7,老人主动选择,小程序,
O001667,E0205,M001,2026-03-23,午餐,15,13.3,1.7,老人主动选择,小程序,
O001668,E0142,M014,2026-04-20,晚餐,10,3.3,6.7,老人主动选择,电话订餐,
O001669,E0010,M011,2025-12-24,午餐,10,6.7,3.3,食堂替换餐品,社区代办,
O001670,E0169,M018,2026-04-20,晚餐,12,3.3,8.7,老人主动选择,现场点餐,
O001671,E0267,M022,2025-12-16,午餐,8,3.3,4.7,老人主动选择,社区代办,
O001672,E0275,M005,2026-04-26,早餐,12,6.7,5.3,老人主动选择,现场点餐,
O001673,E0003,M015,2026-01-01,早餐,8,6.7,1.3,家属代订,电话订餐,
O001674,E0245,M027,2026-03-09,晚餐,15,6.7,8.3,老人主动选择,社区代办,
O001675,E0030,M007,2026-02-25,午餐,10,10.0,0.0,老人主动选择,电话订餐,
O001676,E0210,M025,2026-04-28,午餐,10,6.7,3.3,食堂替换餐品,小程序,
O001677,E0071,M014,2026-03-22,午餐,10,3.3,6.7,老人主动选择,电话订餐,
O001678,E0140,M020,2026-04-21,午餐,15,6.7,8.3,老人主动选择,现场点餐,
O001679,E0065,M008,2025-12-24,午餐,15,3.3,11.7,家属代订,社区代办,
O001680,E0187,M004,2026-01-18,午餐,12,3.3,8.7,家属代订,小程序,
O001681,E0214,M003,2026-01-01,晚餐,12,3.3,8.7,老人主动选择,电话订餐,
O001682,E0048,M012,2026-02-13,午餐,8,8.0,0.0,老人主动选择,现场点餐,
O001683,E0211,M018,2026-03-19,早餐,8,3.3,4.7,老人主动选择,小程序,
O001684,E0096,M024,2025-12-11,午餐,10,6.7,3.3,老人主动选择,现场点餐,
O001685,E0225,M015,2026-02-06,午餐,15,3.3,11.7,家属代订,电话订餐,
O001686,E0040,M011,2026-02-28,午餐,15,6.7,8.3,家属代订,小程序,
O001687,E0130,M024,2026-03-20,晚餐,12,3.3,8.7,家属代订,电话订餐,
O001688,E0266,M011,2026-04-12,晚餐,12,3.3,8.7,老人主动选择,电话订餐,
O001689,E0178,M012,2026-05-13,午餐,8,6.7,1.3,家属代订,现场点餐,
O001690,E0189,M019,2026-01-01,午餐,8,8.0,0.0,老人主动选择,社区代办,
O001691,E0208,M017,2026-02-09,晚餐,12,3.3,8.7,食堂替换餐品,电话订餐,
O001692,E0276,M029,2026-02-12,晚餐,12,3.3,8.7,老人主动选择,现场点餐,
O001693,E0156,M006,2026-04-17,午餐,15,13.3,1.7,家属代订,现场点餐,
O001694,E0197,M021,2025-12-26,午餐,8,6.7,1.3,老人主动选择,小程序,
O001695,E0049,M008,2025-12-21,晚餐,12,6.7,5.3,老人主动选择,电话订餐,
O001696,E0191,M015,2026-01-09,午餐,12,3.3,8.7,家属代订,现场点餐,
O001697,E0300,M022,2026-01-11,午餐,10,10.0,0.0,老人主动选择,小程序,
O001698,E0163,M020,2026-02-10,晚餐,12,6.7,5.3,家属代订,小程序,
O001699,E0236,M026,2026-01-15,晚餐,12,3.3,8.7,家属代订,社区代办,
O001700,E0201,M010,2026-02-20,午餐,15,3.3,11.7,家属代订,电话订餐,
O001701,E0291,M028,2026-02-11,午餐,12,3.3,8.7,家属代订,小程序,
O001702,E0231,M015,2026-03-28,午餐,8,3.3,4.7,老人主动选择,小程序,
O001703,E0230,M012,2026-01-10,晚餐,10,3.3,6.7,老人主动选择,小程序,
O001704,E0226,M011,2026-03-04,晚餐,15,6.7,8.3,食堂替换餐品,电话订餐,
O001705,E0089,M018,2026-04-11,晚餐,8,3.3,4.7,老人主动选择,小程序,
O001706,E0023,M024,2026-03-09,午餐,10,3.3,6.7,家属代订,小程序,
O001707,E0072,M005,2026-04-21,早餐,10,10.0,0.0,老人主动选择,小程序,
O001708,E0288,M012,2026-04-21,午餐,12,6.7,5.3,老人主动选择,电话订餐,
O001709,E0282,M024,2025-12-20,午餐,10,3.3,6.7,老人主动选择,小程序,
O001710,E0144,M005,2026-04-07,午餐,10,3.3,6.7,家属代订,小程序,
O001711,E0068,M022,2025-12-29,午餐,12,3.3,8.7,老人主动选择,小程序,
O001712,E0236,M029,2025-12-23,午餐,15,3.3,11.7,老人主动选择,小程序,
O001713,E0280,M010,2026-02-23,晚餐,12,6.7,5.3,老人主动选择,小程序,
O001714,E0291,M014,2026-05-08,早餐,15,3.3,11.7,老人主动选择,电话订餐,
O001715,E0230,M016,2026-03-06,晚餐,10,3.3,6.7,老人主动选择,电话订餐,
O001716,E0091,M005,2025-12-14,午餐,8,6.7,1.3,老人主动选择,小程序,
O001717,E0159,M011,2026-04-30,晚餐,15,13.3,1.7,家属代订,现场点餐,
O001718,E0139,M019,2025-12-08,午餐,15,13.3,1.7,老人主动选择,电话订餐,
O001719,E0059,M026,2026-02-14,早餐,15,3.3,11.7,老人主动选择,小程序,
O001720,E0132,M008,2026-03-10,午餐,15,3.3,11.7,食堂替换餐品,小程序,
O001721,E0289,M019,2025-12-16,早餐,10,3.3,6.7,老人主动选择,社区代办,
O001722,E0009,M020,2026-05-03,早餐,8,6.7,1.3,食堂替换餐品,社区代办,
O001723,E0255,M022,2026-05-06,晚餐,15,6.7,8.3,老人主动选择,小程序,
O001724,E0089,M018,2026-03-03,午餐,8,3.3,4.7,老人主动选择,小程序,
O001725,E0205,M030,2025-12-06,午餐,10,10.0,0.0,老人主动选择,电话订餐,
O001726,E0167,M023,2026-01-06,午餐,15,6.7,8.3,老人主动选择,电话订餐,
